,wavfile,start_sec,end_sec,gl_ver_idx,note_id,tune,subject_id,eg,instrument
208,/20210505/HappyBirthday,54.16627942373905,55.04271560420653,29,8,happy_birthday,1,expressive,lab
209,/20210505/HappyBirthday,55.04271560420653,55.8873695649635,29,9,happy_birthday,1,expressive,lab
210,/20210505/HappyBirthday,55.8873695649635,56.84062189210351,29,10,happy_birthday,1,expressive,lab
211,/20210505/HappyBirthday,56.84062189210351,58.22826768477568,29,11,happy_birthday,1,expressive,lab
212,/20210505/HappyBirthday,58.87985788307391,59.712445358677215,29,12,happy_birthday,1,expressive,lab
213,/20210505/HappyBirthday,59.712445358677215,60.00204100236533,29,13,happy_birthday,1,expressive,lab
214,/20210505/HappyBirthday,60.00204100236533,60.8784771828328,29,14,happy_birthday,1,expressive,lab
215,/20210505/HappyBirthday,60.8784771828328,61.7110646584361,29,15,happy_birthday,1,expressive,lab
216,/20210505/HappyBirthday,61.7110646584361,62.64018401526877,29,16,happy_birthday,1,expressive,lab
217,/20210505/HappyBirthday,62.64018401526877,63.4607050057184,29,17,happy_birthday,1,expressive,lab
218,/20210505/HappyBirthday,63.4607050057184,64.24502654070702,29,18,happy_birthday,1,expressive,lab
219,/20210505/HappyBirthday,64.65528703593183,65.38151822674781,29,19,happy_birthday,1,expressive,lab
220,/20210505/HappyBirthday,65.38151822674781,65.8038452071263,29,20,happy_birthday,1,expressive,lab
221,/20210505/HappyBirthday,65.8038452071263,66.93809481157139,29,21,happy_birthday,1,expressive,lab
222,/20210505/HappyBirthday,66.93809481157139,68.19300926755317,29,22,happy_birthday,1,expressive,lab
223,/20210505/HappyBirthday,68.19300926755317,69.5400383690138,29,23,happy_birthday,1,expressive,lab
224,/20210505/HappyBirthday,69.5400383690138,71.953335399748,29,24,happy_birthday,1,expressive,lab
225,/20210505/HappyBirthday,80.54527236890915,80.76527236890917,30,0,happy_birthday,1,happy,lab
226,/20210505/HappyBirthday,80.80527236890916,81.02527236890916,30,1,happy_birthday,1,happy,lab
227,/20210505/HappyBirthday,81.02527236890916,81.40527236890915,30,2,happy_birthday,1,happy,lab
228,/20210505/HappyBirthday,81.40527236890915,81.75527236890916,30,3,happy_birthday,1,happy,lab
229,/20210505/HappyBirthday,81.75527236890916,82.14527236890916,30,4,happy_birthday,1,happy,lab
230,/20210505/HappyBirthday,82.14527236890916,82.93527236890915,30,5,happy_birthday,1,happy,lab
231,/20210505/HappyBirthday,82.93527236890915,83.12527236890917,30,6,happy_birthday,1,happy,lab
232,/20210505/HappyBirthday,83.22527236890916,83.3616582603933,30,7,happy_birthday,1,happy,lab
233,/20210505/HappyBirthday,83.3616582603933,83.72527236890916,30,8,happy_birthday,1,happy,lab
234,/20210505/HappyBirthday,83.72527236890916,84.08527236890916,30,9,happy_birthday,1,happy,lab
235,/20210505/HappyBirthday,84.08527236890916,84.43527236890915,30,10,happy_birthday,1,happy,lab
236,/20210505/HappyBirthday,84.43527236890915,85.18527236890915,30,11,happy_birthday,1,happy,lab
237,/20210505/HappyBirthday,85.18527236890915,85.42527236890916,30,12,happy_birthday,1,happy,lab
238,/20210505/HappyBirthday,85.43527236890915,85.59527236890916,30,13,happy_birthday,1,happy,lab
239,/20210505/HappyBirthday,85.59527236890916,85.97527236890916,30,14,happy_birthday,1,happy,lab
240,/20210505/HappyBirthday,85.97527236890916,86.29527236890915,30,15,happy_birthday,1,happy,lab
241,/20210505/HappyBirthday,86.29527236890915,86.62527236890915,30,16,happy_birthday,1,happy,lab
242,/20210505/HappyBirthday,86.62527236890915,87.02527236890917,30,17,happy_birthday,1,happy,lab
243,/20210505/HappyBirthday,87.02527236890917,87.23527236890915,30,18,happy_birthday,1,happy,lab
244,/20210505/HappyBirthday,87.27527236890917,87.58915649882728,30,19,happy_birthday,1,happy,lab
245,/20210505/HappyBirthday,87.58915649882728,87.71527236890917,30,20,happy_birthday,1,happy,lab
246,/20210505/HappyBirthday,87.71527236890917,88.05527236890916,30,21,happy_birthday,1,happy,lab
247,/20210505/HappyBirthday,88.05527236890916,88.41527236890916,30,22,happy_birthday,1,happy,lab
248,/20210505/HappyBirthday,88.41527236890916,88.79527236890917,30,23,happy_birthday,1,happy,lab
249,/20210505/HappyBirthday,88.79527236890917,90.01527236890917,30,24,happy_birthday,1,happy,lab
250,/20210505/HappyBirthday,102.13972456589856,102.27972456589856,31,0,happy_birthday,1,fearful,lab
251,/20210505/HappyBirthday,102.43972456589856,102.63721465111158,31,1,happy_birthday,1,fearful,lab
252,/20210505/HappyBirthday,102.63721465111158,102.96972456589856,31,2,happy_birthday,1,fearful,lab
253,/20210505/HappyBirthday,102.96972456589856,103.23972456589856,31,3,happy_birthday,1,fearful,lab
254,/20210505/HappyBirthday,103.28972456589857,103.48972456589856,31,4,happy_birthday,1,fearful,lab
255,/20210505/HappyBirthday,103.63972456589856,104.13972456589856,31,5,happy_birthday,1,fearful,lab
256,/20210505/HappyBirthday,104.58972456589856,104.81972456589855,31,6,happy_birthday,1,fearful,lab
257,/20210505/HappyBirthday,104.84972456589855,104.99972456589856,31,7,happy_birthday,1,fearful,lab
258,/20210505/HappyBirthday,104.99972456589856,105.32972456589856,31,8,happy_birthday,1,fearful,lab
259,/20210505/HappyBirthday,105.32972456589856,105.50972456589857,31,9,happy_birthday,1,fearful,lab
260,/20210505/HappyBirthday,105.62972456589856,105.79972456589856,31,10,happy_birthday,1,fearful,lab
261,/20210505/HappyBirthday,105.97972456589856,106.57972456589856,31,11,happy_birthday,1,fearful,lab
